,MINISTERIO DE EDUCACION NACIONAL,,,,,,,
,REGION PACIFICO 2010 - 2015,,,,,,,
,Fecha de corte de la información: mayo 16 de 2016,,,,,,,
,Fuente: Ministerio de Educación Nacional  - Sistema Nacional de Información de la Educación Superior  (SNIES) - DANE,,,,,,,
,La información suministrada corresponde a lo reportado por las instituciones a través del SNIES,,,,,,,
,*Cifras SENA ajustadas a diciembre de 2015,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,OFICIAL,PRIVADA,,,,
,,CAUCA,"71,4%","28,6%",,,,
,,CHOCO,"89,1%","10,9%",,,,
,,NARIÑO,"48,2%","51,8%",,,,
,,VALLE DEL CAUCA,"52,3%","47,7%",,,,
,,REGION PACIFICO,"56,7%","43,3%",,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,MATRICULA POR SECTOR,,,,,,,
,,,,,,,,
,DEPARTAMENTO,SECTOR,2010,2011*,2012*,2013*,2014,2015
,CAUCA,OFICIAL,27.505,26.782,22.852,27.625,28.729,31.042
,,PRIVADA,7.326,9.049,9.290,9.977,11.600,12.428
,Total CAUCA,,34.831,35.831,32.142,37.602,40.329,43.470
,CHOCO,OFICIAL,13.846,12.520,12.074,11.831,11.611,11.881
,,PRIVADA,667,1.194,1.471,1.272,1.611,1.446
,Total CHOCO,,14.513,13.714,13.545,13.103,13.222,13.327
,NARIÑO,OFICIAL,16.820,19.294,19.806,18.924,19.616,18.529
,,PRIVADA,11.390,15.074,15.787,18.111,19.451,19.902
,Total NARIÑO,,28.210,34.368,35.593,37.035,39.067,38.431
,VALLE DEL CAUCA,OFICIAL,73.254,77.855,75.759,80.221,87.651,90.389
,,PRIVADA,60.787,69.720,72.105,78.205,78.273,82.382
,Total VALLE DEL CAUCA,,134.041,147.575,147.864,158.426,165.924,172.771
,REGION PACIFICO,OFICIAL,131.425,136.451,130.491,138.601,147.607,151.841
,,PRIVADA,80.170,95.037,98.653,107.565,110.935,116.158
,Total REGION PACIFICO,,211.595,231.488,229.144,246.166,258.542,267.999
