CATEGORÍA DE DEPARTAMENTO,CATEGORÍA DE MUNICIPIO,REGIÓN,CÓDIGO DANE DEL DEPARTAMENTO,DEPARTAMENTO,CÓDIGO DANE DEL MUNICIPIO,MUNICIPIO,PRODUCTO O SERVICIO QUE ENTREGA EL PROGRAMA,META 2015 - 2018,AVANCE 2015 - 2018
2,6,Región Centro Sur,73,Tolima,73352,Icononzo,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73349,Honda,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73347,Herveo,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73319,Guamo,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Sur,73,Tolima,73283,Fresno,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73275,Flandes,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Sur,73,Tolima,73270,Falan,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,4,Región Centro Sur,73,Tolima,73268,Espinal,ZONAS WIFI GRATIS PARA LA GENTE,4,4
2,6,Región Centro Sur,73,Tolima,73236,Dolores,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73226,Cunday,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Sur,73,Tolima,73217,Coyaima,ZONAS WIFI GRATIS PARA LA GENTE,1,1
2,6,Región Centro Sur,73,Tolima,73200,Coello,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73168,Chaparral,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Sur,73,Tolima,73152,Casabianca,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73148,Carmen de Apicalá,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73124,Cajamarca,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Sur,73,Tolima,73067,Ataco,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73055,Armero,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73043,Anzoátegui,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73030,Ambalema,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73026,Alvarado,ZONAS WIFI GRATIS PARA LA GENTE,1,1
2,6,Región Centro Sur,73,Tolima,73024,Alpujarra,ZONAS WIFI GRATIS PARA LA GENTE,,
2,1,Región Centro Sur,73,Tolima,73001,Ibagué,ZONAS WIFI GRATIS PARA LA GENTE,4,4
2,6,Región Centro Sur,73,Tolima,73000,,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,5,Región Pacífico,76,Valle del Cauca,76895,Zarzal,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,1,Región Pacífico,76,Valle del Cauca,76892,Yumbo,ZONAS WIFI GRATIS PARA LA GENTE,1,
ESP,6,Región Pacífico,76,Valle del Cauca,76890,Yotoco,ZONAS WIFI GRATIS PARA LA GENTE,1,
ESP,6,Región Pacífico,76,Valle del Cauca,76869,Vijes,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76863,Versalles,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76845,Ulloa,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,2,Región Pacífico,76,Valle del Cauca,76834,Tuluá,ZONAS WIFI GRATIS PARA LA GENTE,1,
ESP,6,Región Pacífico,76,Valle del Cauca,76828,Trujillo,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76823,Toro,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76736,Sevilla,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76670,San Pedro,ZONAS WIFI GRATIS PARA LA GENTE,1,
ESP,6,Región Pacífico,76,Valle del Cauca,76622,Roldanillo,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76616,Riofrío,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76606,Restrepo,ZONAS WIFI GRATIS PARA LA GENTE,2,
ESP,6,Región Pacífico,76,Valle del Cauca,76563,Pradera,ZONAS WIFI GRATIS PARA LA GENTE,2,
ESP,1,Región Pacífico,76,Valle del Cauca,76520,Palmira,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76497,Obando,ZONAS WIFI GRATIS PARA LA GENTE,1,
ESP,6,Región Pacífico,76,Valle del Cauca,76403,La Victoria,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76400,La Unión,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76377,La Cumbre,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,4,Región Pacífico,76,Valle del Cauca,76364,Jamundí,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76318,Guacarí,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76306,Ginebra,ZONAS WIFI GRATIS PARA LA GENTE,1,
ESP,6,Región Pacífico,76,Valle del Cauca,76275,Florida,ZONAS WIFI GRATIS PARA LA GENTE,2,
ESP,6,Región Pacífico,76,Valle del Cauca,76250,El Dovio,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,5,Región Pacífico,76,Valle del Cauca,76248,El Cerrito,ZONAS WIFI GRATIS PARA LA GENTE,2,
ESP,6,Región Pacífico,76,Valle del Cauca,76246,El Cairo,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76243,El Águila,ZONAS WIFI GRATIS PARA LA GENTE,1,
ESP,6,Región Pacífico,76,Valle del Cauca,76233,Dagua,ZONAS WIFI GRATIS PARA LA GENTE,1,
ESP,3,Región Pacífico,76,Valle del Cauca,76147,Cartago,ZONAS WIFI GRATIS PARA LA GENTE,2,
ESP,3,Región Pacífico,76,Valle del Cauca,76130,Candelaria,ZONAS WIFI GRATIS PARA LA GENTE,2,
ESP,6,Región Pacífico,76,Valle del Cauca,76126,Calima,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76122,Caicedonia,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76113,Bugalagrande,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,2,Región Pacífico,76,Valle del Cauca,76111,Guadalajara de Buga,ZONAS WIFI GRATIS PARA LA GENTE,2,
ESP,1,Región Pacífico,76,Valle del Cauca,76109,Buenaventura,ZONAS WIFI GRATIS PARA LA GENTE,4,4
ESP,6,Región Pacífico,76,Valle del Cauca,76100,Bolívar,ZONAS WIFI GRATIS PARA LA GENTE,1,
ESP,6,Región Pacífico,76,Valle del Cauca,76054,Argelia,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76041,Ansermanuevo,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76036,Andalucía,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Región Pacífico,76,Valle del Cauca,76020,Alcalá,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,ESP,Región Pacífico,76,Valle del Cauca,76001,Cali,ZONAS WIFI GRATIS PARA LA GENTE,4,1
ESP,6,Región Pacífico,76,Valle del Cauca,76000,,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,97,Vaupés,97889,Yavaraté (ANM),ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,97,Vaupés,97777,Papunaua (ANM),ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,97,Vaupés,97666,Taraira,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,97,Vaupés,97511,Pacoa (ANM),ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,97,Vaupés,97161,Caruru,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,97,Vaupés,97001,Mitú,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,97,Vaupés,97000,,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,99,Vichada,99773,Cumaribo,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,99,Vichada,99624,Santa Rosalía,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,99,Vichada,99524,La Primavera,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,99,Vichada,99001,Puerto Carreño,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,99,Vichada,99000,,ZONAS WIFI GRATIS PARA LA GENTE,,
