CATEGORÍA DE DEPARTAMENTO,CATEGORÍA DE MUNICIPIO,REGIÓN,CÓDIGO DANE DEL DEPARTAMENTO,DEPARTAMENTO,CÓDIGO DANE DEL MUNICIPIO,MUNICIPIO,PRODUCTO O SERVICIO QUE ENTREGA EL PROGRAMA,META 2015 - 2018,AVANCE 2015 - 2018
2,6,Región Pacífico,52,Nariño,52258,El Tablón de Gómez,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52256,El Rosario,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52254,El Peñol,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52250,El Charco,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52240,Chachagüí,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52233,Cumbitara,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52227,Cumbal,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52224,Cuaspud,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52215,Córdoba,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52210,Contadero,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52207,Consaca,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52203,Colón,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52110,Buesaco,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52083,Belén,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52079,Barbacoas,ZONAS WIFI GRATIS PARA LA GENTE,1,1
2,6,Región Pacífico,52,Nariño,52051,Arboleda,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52036,Ancuyá,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52022,Aldana,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Pacífico,52,Nariño,52019,Albán,ZONAS WIFI GRATIS PARA LA GENTE,,
2,1,Región Pacífico,52,Nariño,52001,Pasto,ZONAS WIFI GRATIS PARA LA GENTE,4,4
2,6,Región Pacífico,52,Nariño,52000,,ZONAS WIFI GRATIS PARA LA GENTE,,
2,4,Región Centro Oriente,54,Norte de Santander,54874,Villa del Rosario,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54871,Villa Caro,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54820,Toledo,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54810,Tibú,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54800,Teorama,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54743,Silos,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54720,Sardinata,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54680,Santiago,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54673,San Cayetano,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54670,San Calixto,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54660,Salazar,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54599,Ragonvalia,ZONAS WIFI GRATIS PARA LA GENTE,,
2,4,Región Centro Oriente,54,Norte de Santander,54553,Puerto Santander,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54520,Pamplonita,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54518,Pamplona,ZONAS WIFI GRATIS PARA LA GENTE,2,
2,4,Región Centro Oriente,54,Norte de Santander,54498,Ocaña,ZONAS WIFI GRATIS PARA LA GENTE,1,1
2,6,Región Centro Oriente,54,Norte de Santander,54480,Mutiscua,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54418,Lourdes,ZONAS WIFI GRATIS PARA LA GENTE,,
2,4,Región Centro Oriente,54,Norte de Santander,54405,Los Patios,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Oriente,54,Norte de Santander,54398,La Playa,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54385,La Esperanza,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54377,Labateca,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54347,Herrán,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54344,Hacarí,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54313,Gramalote,ZONAS WIFI GRATIS PARA LA GENTE,2,
2,6,Región Centro Oriente,54,Norte de Santander,54261,El Zulia,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54250,El Tarra,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54245,El Carmen,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54239,Durania,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54223,Cucutilla,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54206,Convención,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54174,Chitagá,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54172,Chinácota,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Oriente,54,Norte de Santander,54128,Cachirá,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54125,Cácota,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54109,Bucarasica,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54099,Bochalema,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Oriente,54,Norte de Santander,54051,Arboledas,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Oriente,54,Norte de Santander,54003,Abrego,ZONAS WIFI GRATIS PARA LA GENTE,,
2,1,Región Centro Oriente,54,Norte de Santander,54001,Cúcuta,ZONAS WIFI GRATIS PARA LA GENTE,10,1
2,6,Región Centro Oriente,54,Norte de Santander,54000,,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,86,Putumayo,86885,Villagarzón,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,86,Putumayo,86865,Valle del Guamuez,ZONAS WIFI GRATIS PARA LA GENTE,1,
4,6,Región Centro Sur,86,Putumayo,86760,Santiago,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,86,Putumayo,86757,San Miguel,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,86,Putumayo,86755,San Francisco,ZONAS WIFI GRATIS PARA LA GENTE,1,
4,6,Región Centro Sur,86,Putumayo,86749,Sibundoy,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,86,Putumayo,86573,Leguízamo,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,86,Putumayo,86571,Puerto Guzmán,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,86,Putumayo,86569,Puerto Caicedo,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,86,Putumayo,86568,Puerto Asís,ZONAS WIFI GRATIS PARA LA GENTE,4,1
4,6,Región Centro Sur,86,Putumayo,86320,Orito,ZONAS WIFI GRATIS PARA LA GENTE,1,
4,6,Región Centro Sur,86,Putumayo,86219,Colón,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,86,Putumayo,86001,Mocoa,ZONAS WIFI GRATIS PARA LA GENTE,4,1
4,6,Región Centro Sur,86,Putumayo,86000,,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Region Eje Cafetero - Antioquia,63,Quindio,63690,Salento,ZONAS WIFI GRATIS PARA LA GENTE,1,1
3,6,Region Eje Cafetero - Antioquia,63,Quindio,63594,Quimbaya,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Region Eje Cafetero - Antioquia,63,Quindio,63548,Pijao,ZONAS WIFI GRATIS PARA LA GENTE,1,1
3,6,Region Eje Cafetero - Antioquia,63,Quindio,63470,Montenegro,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Region Eje Cafetero - Antioquia,63,Quindio,63401,La Tebaida,ZONAS WIFI GRATIS PARA LA GENTE,1,1
3,6,Region Eje Cafetero - Antioquia,63,Quindio,63302,Génova,ZONAS WIFI GRATIS PARA LA GENTE,1,1
3,6,Region Eje Cafetero - Antioquia,63,Quindio,63272,Filandia,ZONAS WIFI GRATIS PARA LA GENTE,2,2
3,6,Region Eje Cafetero - Antioquia,63,Quindio,63212,Córdoba,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Region Eje Cafetero - Antioquia,63,Quindio,63190,Circasia,ZONAS WIFI GRATIS PARA LA GENTE,,
3,5,Region Eje Cafetero - Antioquia,63,Quindio,63130,Calarca,ZONAS WIFI GRATIS PARA LA GENTE,4,2
3,6,Region Eje Cafetero - Antioquia,63,Quindio,63111,Buenavista,ZONAS WIFI GRATIS PARA LA GENTE,,
3,1,Region Eje Cafetero - Antioquia,63,Quindio,63001,Armenia,ZONAS WIFI GRATIS PARA LA GENTE,4,4
3,4,Region Eje Cafetero - Antioquia,63,Quindio,63000,,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66687,Santuario,ZONAS WIFI GRATIS PARA LA GENTE,2,2
2,5,Region Eje Cafetero - Antioquia,66,Risaralda,66682,Santa Rosa de Cabal,ZONAS WIFI GRATIS PARA LA GENTE,9,9
2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66594,Quinchía,ZONAS WIFI GRATIS PARA LA GENTE,2,2
2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66572,Pueblo Rico,ZONAS WIFI GRATIS PARA LA GENTE,3,3
2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66456,Mistrató,ZONAS WIFI GRATIS PARA LA GENTE,2,2
2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66440,Marsella,ZONAS WIFI GRATIS PARA LA GENTE,2,2
2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66400,La Virginia,ZONAS WIFI GRATIS PARA LA GENTE,6,6
2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66383,La Celia,ZONAS WIFI GRATIS PARA LA GENTE,2,2
2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66318,Guática,ZONAS WIFI GRATIS PARA LA GENTE,2,2
2,2,Region Eje Cafetero - Antioquia,66,Risaralda,66170,Dosquebradas,ZONAS WIFI GRATIS PARA LA GENTE,15,15
2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66088,Belén de Umbría,ZONAS WIFI GRATIS PARA LA GENTE,3,3
2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66075,Balboa,ZONAS WIFI GRATIS PARA LA GENTE,2,2
2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66045,Apía,ZONAS WIFI GRATIS PARA LA GENTE,2,2
2,1,Region Eje Cafetero - Antioquia,66,Risaralda,66001,Pereira,ZONAS WIFI GRATIS PARA LA GENTE,105,105
2,6,Region Eje Cafetero - Antioquia,66,Risaralda,66000,,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68895,Zapatoca,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68872,Villanueva,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68867,Vetas,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68861,Vélez,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68855,Valle de San José,ZONAS WIFI GRATIS PARA LA GENTE,1,1
1,6,Región Centro Oriente,68,Santander,68820,Tona,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68780,Suratá,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68773,Sucre,ZONAS WIFI GRATIS PARA LA GENTE,1,
1,6,Región Centro Oriente,68,Santander,68770,Suaita,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68755,Socorro,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68745,Simacota,ZONAS WIFI GRATIS PARA LA GENTE,1,1
1,6,Región Centro Oriente,68,Santander,68720,Santa Helena del Opón,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68705,Santa Bárbara,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68689,San Vicente de Chucurí,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68686,San Miguel,ZONAS WIFI GRATIS PARA LA GENTE,1,1
1,6,Región Centro Oriente,68,Santander,68684,San José de Miranda,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68682,San Joaquín,ZONAS WIFI GRATIS PARA LA GENTE,,
1,4,Región Centro Oriente,68,Santander,68679,San Gil,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68673,San Benito,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68669,San Andrés,ZONAS WIFI GRATIS PARA LA GENTE,,
1,5,Región Centro Oriente,68,Santander,68655,Sabana de Torres,ZONAS WIFI GRATIS PARA LA GENTE,1,1
1,6,Región Centro Oriente,68,Santander,68615,Rionegro,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68575,Puerto Wilches,ZONAS WIFI GRATIS PARA LA GENTE,1,
1,6,Región Centro Oriente,68,Santander,68573,Puerto Parra,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68572,Puente Nacional,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68549,Pinchote,ZONAS WIFI GRATIS PARA LA GENTE,,
1,2,Región Centro Oriente,68,Santander,68547,Piedecuesta,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68533,Páramo,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68524,Palmas del Socorro,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68522,Palmar,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68502,Onzaga,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68500,Oiba,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68498,Ocamonte,ZONAS WIFI GRATIS PARA LA GENTE,1,
1,6,Región Centro Oriente,68,Santander,68468,Molagavita,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68464,Mogotes,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68444,Matanza,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68432,Málaga,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68425,Macaravita,ZONAS WIFI GRATIS PARA LA GENTE,1,1
1,6,Región Centro Oriente,68,Santander,68418,Los Santos,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68406,Lebríja,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68397,La Paz,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68385,Landázuri,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68377,La Belleza,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68370,Jordán,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68368,Jesús María,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68344,Hato,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68327,Güepsa,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68324,Guavatá,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68322,Guapotá,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68320,Guadalupe,ZONAS WIFI GRATIS PARA LA GENTE,1,
1,6,Región Centro Oriente,68,Santander,68318,Guaca,ZONAS WIFI GRATIS PARA LA GENTE,,
1,2,Región Centro Oriente,68,Santander,68307,Girón,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68298,Gambita,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68296,Galán,ZONAS WIFI GRATIS PARA LA GENTE,,
1,1,Región Centro Oriente,68,Santander,68276,Floridablanca,ZONAS WIFI GRATIS PARA LA GENTE,4,1
1,6,Región Centro Oriente,68,Santander,68271,Florián,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68266,Enciso,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68264,Encino,ZONAS WIFI GRATIS PARA LA GENTE,1,
1,6,Región Centro Oriente,68,Santander,68255,El Playón,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68250,El Peñón,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68245,El Guacamayo,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68235,El Carmen de Chucurí,ZONAS WIFI GRATIS PARA LA GENTE,1,1
1,6,Región Centro Oriente,68,Santander,68229,Curití,ZONAS WIFI GRATIS PARA LA GENTE,3,
1,6,Región Centro Oriente,68,Santander,68217,Coromoro,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68211,Contratación,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68209,Confines,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68207,Concepción,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68190,Cimitarra,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68179,Chipatá,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68176,Chima,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68169,Charta,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68167,Charalá,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68162,Cerrito,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68160,Cepitá,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68152,Carcasí,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68147,Capitanejo,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68132,California,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68121,Cabrera,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68101,Bolívar,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68092,Betulia,ZONAS WIFI GRATIS PARA LA GENTE,,
1,1,Región Centro Oriente,68,Santander,68081,Barrancabermeja,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68079,Barichara,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68077,Barbosa,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68051,Aratoca,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Centro Oriente,68,Santander,68020,Albania,ZONAS WIFI GRATIS PARA LA GENTE,1,
1,6,Región Centro Oriente,68,Santander,68013,Aguada,ZONAS WIFI GRATIS PARA LA GENTE,,
1,ESP,Región Centro Oriente,68,Santander,68001,Bucaramanga,ZONAS WIFI GRATIS PARA LA GENTE,4,4
1,6,Región Centro Oriente,68,Santander,68000,,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70823,Tolú Viejo,ZONAS WIFI GRATIS PARA LA GENTE,1,
3,6,Región Caribe,70,Sucre,70820,Santiago de Tolú,ZONAS WIFI GRATIS PARA LA GENTE,2,
3,6,Región Caribe,70,Sucre,70771,Sucre,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70742,San Luis de Sincé,ZONAS WIFI GRATIS PARA LA GENTE,1,
3,6,Región Caribe,70,Sucre,70717,San Pedro,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70713,San Onofre,ZONAS WIFI GRATIS PARA LA GENTE,1,
3,6,Región Caribe,70,Sucre,70708,San Marcos,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70702,San Juan de Betulia,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70678,San Benito Abad,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70670,Sampués,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70523,Palmito,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70508,Ovejas,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70473,Morroa,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70429,Majagual,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70418,Los Palmitos,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70400,La Unión,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70265,Guaranda,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70235,Galeras,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70233,El Roble,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70230,Chalán,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70221,Coveñas,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70215,Corozal,ZONAS WIFI GRATIS PARA LA GENTE,4,1
3,6,Región Caribe,70,Sucre,70204,Coloso,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70124,Caimito,ZONAS WIFI GRATIS PARA LA GENTE,,
3,6,Región Caribe,70,Sucre,70110,Buenavista,ZONAS WIFI GRATIS PARA LA GENTE,1,
3,2,Región Caribe,70,Sucre,70001,Sincelejo,ZONAS WIFI GRATIS PARA LA GENTE,4,1
3,6,Región Caribe,70,Sucre,70000,,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73873,Villarrica,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73870,Villahermosa,ZONAS WIFI GRATIS PARA LA GENTE,1,1
2,6,Región Centro Sur,73,Tolima,73861,Venadillo,ZONAS WIFI GRATIS PARA LA GENTE,1,1
2,6,Región Centro Sur,73,Tolima,73854,Valle de San Juan,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73770,Suárez,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73686,Santa Isabel,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73678,San Luis,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73675,San Antonio,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73671,Saldaña,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73624,Rovira,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Sur,73,Tolima,73622,Roncesvalles,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73616,Rioblanco,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Sur,73,Tolima,73585,Purificación,ZONAS WIFI GRATIS PARA LA GENTE,1,1
2,6,Región Centro Sur,73,Tolima,73563,Prado,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Sur,73,Tolima,73555,Planadas,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73547,Piedras,ZONAS WIFI GRATIS PARA LA GENTE,1,1
2,6,Región Centro Sur,73,Tolima,73520,Palocabildo,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73504,Ortega,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Centro Sur,73,Tolima,73483,Natagaima,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Sur,73,Tolima,73461,Murillo,ZONAS WIFI GRATIS PARA LA GENTE,,
2,4,Región Centro Sur,73,Tolima,73449,Melgar,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Centro Sur,73,Tolima,73443,Mariquita,ZONAS WIFI GRATIS PARA LA GENTE,1,1
2,6,Región Centro Sur,73,Tolima,73411,Líbano,ZONAS WIFI GRATIS PARA LA GENTE,1,1
2,6,Región Centro Sur,73,Tolima,73408,Lérida,ZONAS WIFI GRATIS PARA LA GENTE,,
